car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Axio X 2013,Toyota,Axio,2017,2013,Automatic,Saloon,"CNG, Octane",1500,65308,1687800
Mitsubishi Lancer EX 2010,Mitsubishi,Lancer,2012,2010,Automatic,Saloon,Octane,1500,68000,1380400
Toyota Axio X 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Petrol, Octane",1500,34560,1972000
Toyota Sprinter Vintage 2000,Toyota,Sprinter,2003,2000,Automatic,Saloon,"CNG, Octane",1331,75000,754000
Land Rover Discovery 2017,Land Rover,Discovery,2017,2017,Automatic,Convertible,"Petrol, Octane",2000,12000,8700000
Nissan Bluebird 2009,Nissan,Bluebird,2011,2009,Automatic,Saloon,Octane,1500,70231,1385000
Nissan Tiida 2005,Nissan,Tiida,2007,2005,Automatic,Saloon,Octane,1500,60015,910600
Toyota RAV4 L 1.8 2005,Toyota,RAV4,2008,2005,Automatic,SUV / 4x4,"Petrol, CNG, Octane",1800,74174,1566000
Toyota Carina my road 1991,Toyota,Carina,1997,1991,Automatic,Saloon,"CNG, Octane",1500,100000,156600
Toyota Hundred St. Wagon 1996,Toyota,Wagon,2000,1996,Automatic,Estate,"CNG, Octane",1331,120000,406000
Mercedes-Benz E 250 2011,Mercedes-Benz,E 250,2013,2011,Automatic,Saloon,"Petrol, Octane",1800,29000,5742000
Toyota Raum X 2004,Toyota,Raum,2006,2004,Automatic,Saloon,"CNG, Octane",1500,68700,939600
Toyota Hiace 2016,Toyota,Hiace,2018,2016,Automatic,MPV,Octane,2000,75000,2726000
Toyota Premio F 2011,Toyota,Premio,2013,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,64000,2285200
Honda Grace 2018,Honda,Grace,2020,2018,Automatic,Saloon,"Hybrid, Octane",1500,25000,3074000
Toyota Allion G Limited 2005,Toyota,Allion,2007,2005,Automatic,Saloon,"CNG, Octane",1500,59000,1392000
Toyota Premio EX G 2015,Toyota,Premio,2017,2015,Automatic,Saloon,Octane,1500,69000,1914000
Toyota Premio Ex package 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,36458,3422000
Toyota Premio FL 2016,Toyota,Premio,2020,2016,Automatic,Saloon,"Petrol, Octane",1500,27189,3306000
Toyota Prius Hybrid 2016,Toyota,Prius,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane, LPG",1800,21549,2726000
Toyota Alphard 2005,Toyota,Alphard,2007,2007,Automatic,MPV,Petrol,2400,152874,3480000
Toyota Corolla 100 WAGON 2003,Toyota,Corolla,2005,2003,Automatic,Saloon,"CNG, Octane",1500,78500,539400
Toyota Premio 2015,Toyota,Premio,2017,2015,Automatic,Saloon,Octane,1500,42120,2708600
Honda Vezel S 2014,Honda,Vezel,2016,2014,Automatic,SUV / 4x4,Octane,1500,60735,2494000
Toyota Axio 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56200,2180800
Toyota Noah X 2005,Toyota,Noah,2011,2005,Automatic,MPV,"CNG, Octane",2000,55000,1415200
Toyota Dyna pikup 2009,Toyota,Dyna,2010,2009,Automatic,MPV,"CNG, Octane",1500,86764,1415200
Hyundai Sonata 2011,Hyundai,Sonata,2013,2011,Automatic,Saloon,Octane,2000,42312,2262000
Toyota RAV4 G Package 2005,Toyota,RAV4,2010,2005,Automatic,SUV / 4x4,"CNG, Octane",2000,70000,1716800
Toyota ALLION 2006,Toyota,Allion,2008,2006,Automatic,Saloon,"CNG, Octane",1500,68000,1647200
Toyota Corsa 1996,Toyota,Corsa,2005,2001,Manual,Saloon,"CNG, Octane",1331,82000,406000
Toyota Hiace GL 2015,Toyota,Hiace,2019,2015,Automatic,MPV,"Petrol, CNG, Octane, LPG",2000,41233,3248000
Toyota Hiace 1999,Toyota,Hiace,2001,1999,Manual,SUV / 4x4,Diesel,2700,8100,429200
BMW X5 . 2015,BMW,X5,2017,2015,Automatic,SUV / 4x4,Octane,2979,60366,7950000
Toyota Premio FL 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"Petrol, Octane",1500,10890,3456800
Toyota Noah X 2015,Toyota,Noah,2018,2015,Automatic,MPV,Petrol,2000,75000,3514800
Toyota Aqua G 2016,Toyota,Aqua,2017,2016,Automatic,Hatchback,Hybrid,1500,40000,2227200
Toyota Hiace Super GL 1998,Toyota,Hiace,2001,1998,Manual,MPV,"CNG, Octane",2000,78643,603200
Toyota Prado GX Ltd. 2003,Toyota,Prado,2006,2003,Automatic,SUV / 4x4,Octane,2700,75201,3248000
Toyota Fielder 2014,Toyota,Fielder,2017,2014,Automatic,Estate,"Hybrid, Octane",1500,84000,2030000
Toyota Starlet 1995,Toyota,Starlet,1997,1995,Automatic,Hatchback,"CNG, Octane",1500,96000,324800
Toyota Premio F Ex 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,36217,3271200
Nissan Sunny 2004,Nissan,Sunny,2006,2004,Automatic,Saloon,"Octane, CNG",1300,80000,614800
Toyota Hiace HIACE GL 2004,Toyota,Hiace,2008,2004,Automatic,MPV,"CNG, Octane",1996,121000,1380400
Toyota Corolla 110-SE vintage 1997,Toyota,Corolla,2001,1997,Automatic,Saloon,"CNG, Octane",1500,69000,638000
Toyota Premio EX 2010,Toyota,Premio,2012,2010,Automatic,Saloon,"Octane, LPG",1500,48000,2180800
Nissan X-Trail 2009,Nissan,X-Trail,2012,2009,Automatic,SUV / 4x4,Octane,2000,52000,2180800
Nissan Bluebird Sylphy 2005,Nissan,Bluebird,2010,2005,Automatic,Saloon,Octane,1500,75000,855000
Toyota Premio G 2008,Toyota,Premio,2010,2008,Automatic,Saloon,Octane,1500,45623,1914000
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,38172,1763200
Honda Vezel 2014,Honda,Vezel,2015,2014,Automatic,SUV / 4x4,Octane,1500,76000,2200000
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,53000,4199200
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,100000,1200000
Toyota Prius 2016,Toyota,Prius,2018,2016,Automatic,Saloon,"Hybrid, Octane",1800,54000,3248000
Nissan X-Trail 2016,Nissan,X-Trail,2019,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,65380,4373200
Toyota Premio F EX 2017,Toyota,Premio,2023,2017,Automatic,Saloon,"Petrol, Octane",1500,99140,3810600
Toyota Premio 2012,Toyota,Premio,2015,2012,Automatic,Saloon,"CNG, Octane",1500,75000,1438400
Mitsubishi RVR 2010,Mitsubishi,RVR,2012,2010,Automatic,SUV / 4x4,Octane,1800,35000,2146000
Toyota Axio X 2016,Toyota,Axio,2021,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,35000,2163400
Nissan Murano G Limited 2005,Nissan,Murano,2007,2005,Automatic,SUV / 4x4,"Octane, LPG",2500,42000,2262000
Nissan X-Trail G 2012,Nissan,X-Trail,2014,2012,Automatic,SUV / 4x4,Octane,2000,33000,2714400
Honda Civic GS EX SENSING PKG 2018,Honda,Civic,2022,2018,Automatic,Saloon,Octane,1500,24000,3950000
Toyota Vista 1994,Toyota,Vista,2002,2000,Automatic,Saloon,"CNG, Octane",1800,198000,562600
Nissan Juke 2011,Nissan,Juke,2013,2011,Automatic,SUV / 4x4,Octane,1500,54087,1879200
Toyota Premio Ex Brand 2019,Toyota,Premio,2021,2019,Automatic,Saloon,Octane,1500,22,4373200
Toyota Allion 2004,Toyota,Allion,2007,2004,Automatic,Saloon,"Octane, LPG",1500,61234,1531200
Honda Grace 2014,Honda,Grace,2017,2014,Automatic,Saloon,"Hybrid, Octane",1500,32000,2320000
Toyota Fielder X 2004,Toyota,Fielder,2007,2004,Automatic,Estate,"CNG, Octane",1500,65000,1218000
Honda Civic FC1 2018,Honda,Civic,2019,2018,Automatic,Saloon,Octane,1500,36764,3850000
Toyota Premio F-EX 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,32350,3422000
Mitsubishi Lancer EX 2016,Mitsubishi,Lancer,2019,2016,Automatic,Saloon,Octane,1500,75000,1890000
Honda City 2016,Honda,City,2017,2016,Automatic,Saloon,Octane,1500,54032,2082200
Toyota Allion A 15 2005,Toyota,Allion,2006,2005,Automatic,Saloon,"CNG, Octane",1500,72700,1351400
Toyota C-HR G 2017,Toyota,C-HR,2021,2017,Automatic,SUV / 4x4,Hybrid,1800,86000,3712000
Toyota Allion G 2018,Toyota,Allion,2023,2018,Automatic,Saloon,Octane,1500,48717,3500000
Nissan Carryboy 2005,Nissan,Carryboy,2008,2005,Automatic,SUV / 4x4,Diesel,2389,85000,1038200
Toyota Premio FEX 2017,Toyota,Premio,2020,2017,Automatic,Saloon,"Petrol, Octane",1500,28987,3572800
Toyota Probox dx 2003,Toyota,Probox,2004,2003,Manual,Saloon,"Petrol, CNG, Octane",1500,240000,522643.8
Toyota Hiace 2017,Toyota,Hiace,2019,2017,Automatic,SUV / 4x4,Octane,2000,33000,3920800
Toyota Aqua G Package 2013,Toyota,Aqua,2019,2013,Automatic,Hatchback,"Hybrid, Octane",1500,89000,1370000
Toyota Allion G PLUS AP 5 2019,Toyota,Allion,2023,2019,Automatic,Saloon,Octane,1500,5000,4250000
Toyota Axio 2014,Toyota,Axio,2016,2014,Automatic,Saloon,Hybrid,1500,60000,1682000
Toyota Axio G 2010,Toyota,Axio,2012,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1531200
Toyota Noah X Si 2011,Toyota,Noah,2013,2011,Automatic,MPV,"Petrol, CNG, Octane",2000,65000,2494000
Toyota Premio F Ex 2014,Toyota,Premio,2015,2014,Automatic,Saloon,Octane,1500,48277,2627400
Toyota Avanza G 2010,Toyota,Avanza,2013,2010,Automatic,MPV,"CNG, Octane",1500,68452,1490600
Toyota Probox DX 2004,Toyota,Probox,2005,2004,Automatic,Hatchback,"CNG, Octane",1500,55000,736600
Nissan Sunny 2003,Nissan,Sunny,2006,2003,Automatic,Saloon,"Octane, LPG",1500,65000,777200
Toyota Aqua G 2014,Toyota,Aqua,2021,2014,Automatic,Hatchback,"Hybrid, Octane",1500,53000,1430000
Nissan Bluebird Sylphy 2005,Nissan,Bluebird,2009,2005,Automatic,Saloon,Octane,1500,69500,885000
Honda CR-V Ex 2018,Honda,CR-V,2020,2018,Automatic,Saloon,Octane,1500,10739,6322000
Toyota Corolla X 2004,Toyota,Corolla,2011,2004,Automatic,Saloon,"CNG, Octane",1500,165000,1125000
Honda Civic Sensing 2018,Honda,Civic,2018,2018,Automatic,Saloon,Octane,1500,40000,3850000
Toyota Raum G PKG 2004,Toyota,Raum,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,57580,1032400
Toyota Cami Limited Edition 2001,Toyota,Cami,2007,2001,Automatic,SUV / 4x4,"CNG, Octane",1300,70000,684400
Toyota Yaris 2006,Toyota,Yaris,2007,2006,Automatic,Saloon,"Oil,CNG",1300,75000,800400
Toyota Allion A15 2004,Toyota,Allion,2009,2004,Automatic,Saloon,"CNG, Octane",1500,75000,1270200
Hyundai Tucson 2010,Hyundai,Tucson,2013,2010,Automatic,SUV / 4x4,"Petrol, Octane",2000,46569,1856000
Toyota Premio G Superior EX 2015,Toyota,Premio,2017,2015,Automatic,Saloon,Octane,1500,47312,2760800
Toyota Allion G 2018,Toyota,Allion,2019,2018,Automatic,Saloon,"Petrol, Octane",1500,37873,3445200
Toyota Noah KR42 2006,Toyota,Noah,2007,2006,Automatic,MPV,"CNG, Octane",1800,127000,1252800
Toyota Allion G PLUS 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Petrol,1500,33000,3584400
Toyota Noah Regius 1998,Toyota,Noah,2000,1998,Automatic,MPV,"CNG, Octane",2500,100000,986000
Hyundai H1 2012,Hyundai,H1,2015,2012,Automatic,MPV,Diesel,2400,65432,2030000
Nissan Bluebird . 2007,Nissan,Bluebird,2010,2007,Automatic,Saloon,"Octane, LPG",1500,61000,1380000
Nissan Bluebird sylphy 2006,Nissan,Bluebird,2010,2006,Automatic,Saloon,Octane,1500,76000,1180000
Toyota Passo 2004,Toyota,Passo,2006,2004,Automatic,Hatchback,Octane,1000,684552,632200
Toyota Premio F Ex 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Octane,1500,23951,3590200
Toyota Allion g plus 2014,Toyota,Allion,2016,2014,Automatic,Saloon,Octane,1500,36000,2494000
Toyota Corolla 2005,Toyota,Corolla,2016,2011,Automatic,Saloon,"CNG, Octane",1500,86000,1189000
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,34072,1879200
Toyota Fielder x 2005,Toyota,Fielder,2006,2005,Automatic,Estate,"CNG, Octane",1500,62000,1148400
Toyota Prado TXL 2015,Toyota,Prado,2019,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,29541,10672000
Toyota Allion 2004,Toyota,Allion,2014,2010,Automatic,Saloon,"CNG, Octane",1500,82100,1299200
Toyota Starlet 1989,Toyota,Starlet,1992,1995,Manual,Hatchback,"Petrol, CNG",1331,169590,208800
Toyota Noah GL 2003,Toyota,Noah,2004,2003,Automatic,MPV,"CNG, Octane",1781,76000,962800
Toyota Corolla 110 2000,Toyota,Corolla,2002,2000,Automatic,Saloon,"CNG, Octane",1500,95000,783000
Toyota Noah X 2005,Toyota,Noah,2007,2005,Automatic,MPV,"CNG, Octane",2000,69800,1502200
Toyota Corona G 2001,Toyota,Corona,2005,2001,Automatic,Saloon,"CNG, Octane",1600,95000,591600
Toyota Premio 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Petrol,1500,25000,3248000
Toyota Corolla XE-Saloon 1997,Toyota,Corolla,1999,1997,Automatic,Saloon,"CNG, Octane",1331,68452,643800
Toyota Noah x edition 2004,Toyota,Noah,2006,2004,Automatic,MPV,"Petrol, CNG, Octane",2000,75000,1363000
Nissan Juke G 2010,Nissan,Juke,2012,2010,Automatic,SUV / 4x4,Octane,1500,18404,1716800
Toyota Allion A15 Push 2012,Toyota,Allion,2014,2012,Automatic,Saloon,Octane,1500,58000,2390000
Toyota Premio F EX 2018,Toyota,Premio,2023,2018,Automatic,Saloon,"Petrol, Octane",1500,43000,4234000
Toyota C-HR G 2017,Toyota,C-HR,2022,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,34917,3816400
Mitsubishi Pajero 1995,Mitsubishi,Pajero,1998,1995,Manual,MPV,Octane,1100,73000,359600
Honda Civic Ex Sensing 2018,Honda,Civic,2018,2018,Automatic,Saloon,Octane,1500,36541,3550000
Toyota Axio 2014,Toyota,Axio,2016,2014,Automatic,Saloon,"Petrol, Octane",1500,36000,1737680
Toyota Noah S 2005,Toyota,Noah,2007,2005,Automatic,MPV,Octane,2000,82310,1392000
Isuzu 1995,Isuzu,Isuzu,1997,1995,Manual,Truck,Petrol,1800,86000,148480
Toyota Premio F EX 2018,Toyota,Premio,2022,2018,Automatic,Saloon,"Petrol, Octane",1500,10370,4210800
Toyota Allion G 2018,Toyota,Allion,2019,2018,Automatic,Saloon,Octane,1500,308,3654000
Lexus Harrier 2007,Lexus,Harrier,2010,2007,Automatic,SUV / 4x4,"Petrol, Octane",2400,62000,2784000
Toyota Premio F-EX 2012,Toyota,Premio,2015,2012,Automatic,Saloon,"CNG, Octane",1500,45360,2470800
Toyota Hiace 2016,Toyota,Hiace,2017,2016,Automatic,MPV,Octane,2000,20005,2992800
Nissan X-Trail 2016,Nissan,X-Trail,2021,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,38855,4251400
Toyota Carina 1991,Toyota,Carina,1999,1991,Automatic,Saloon,CNG,1500,60720,232000
Toyota Premio FL 2018,Toyota,Premio,2020,2018,Automatic,Saloon,Octane,1500,23000,3804800
Toyota Allion A15 2012,Toyota,Allion,2017,2012,Automatic,Saloon,"CNG, Octane",1500,59000,2064800
Toyota Esquire GI 2017,Toyota,Esquire,2018,2017,Automatic,MPV,Hybrid,1800,81000,4605200
Toyota Fielder X 2014,Toyota,Fielder,2015,2014,Automatic,Saloon,"Petrol, Octane",1500,45210,1796840
Honda Vezel S 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,Octane,1500,28000,2494000
Toyota Rush G 2009,Toyota,Rush,2011,2009,Automatic,SUV / 4x4,Octane,1500,47521,1461600
Toyota Corolla LX Limited 1994,Toyota,Corolla,1996,1994,Automatic,Saloon,"Petrol, CNG",1500,150000,440800
Toyota Corsa special edition 1994,Toyota,Corsa,1997,1994,Automatic,Saloon,"Petrol, CNG, Octane",1500,70000,260000
Hyundai Santa Fe 2016,Hyundai,Santa Fe,2018,2016,Automatic,SUV / 4x4,Octane,2400,43000,4384800
Toyota Vitz 2009,Toyota,Vitz,2011,2009,Automatic,Hatchback,Octane,1500,60000,1020800
Toyota Wish 2013,Toyota,Wish,2016,2013,Automatic,Estate,Octane,1800,37000,3224800
Toyota Axio G 2011,Toyota,Axio,2012,2011,Automatic,Saloon,Octane,1500,50000,1571800
Toyota Corolla RIVIERE 2000,Toyota,Corolla,2002,2000,Automatic,Saloon,"Petrol, CNG, Octane",1500,136000,777200
Toyota Hiace Super GL 2005,Toyota,Hiace,2008,2005,Automatic,MPV,"CNG, Octane",1990,89000,1728400
Toyota Noah ?????? ?? ?????? ??? 2017,Toyota,Noah,2023,2017,Automatic,MPV,"Hybrid, Octane",1800,68169,1825000
Toyota Premio F 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Petrol,1500,35568,2958000
Toyota ist G Edition 2003,Toyota,ist,2004,2003,Automatic,Hatchback,"CNG, Octane",1500,63256,1026600
Toyota Allion A15 2017,Toyota,Allion,2019,2017,Automatic,Saloon,"Petrol, Octane",1500,3078,3248000
Toyota Vitz rx 2011,Toyota,Vitz,2013,2011,Automatic,Saloon,Octane,1320,32432,1577600
Toyota Axio G Limited 2008,Toyota,Axio,2012,2008,Automatic,Saloon,"CNG, Octane",1500,65000,1322400
Toyota Fielder G 2013,Toyota,Fielder,2015,2013,Automatic,Hatchback,Hybrid,1500,35000,2378000
Honda Grace LX 2015,Honda,Grace,2018,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,25197,2030000
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,121000,1230000
Mazda Axela 2011,Mazda,Axela,2013,2016,Automatic,Saloon,Octane,1500,50460,1595000
Toyota Allion 2011,Toyota,Allion,2015,2011,Automatic,Saloon,"Petrol, Octane",1500,35689,2088000
Toyota Hilux Surf 2001,Toyota,Hilux,2005,2001,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2700,89260,1740000
Maruti Suzuki Vitara Brezza 1994,Maruti Suzuki,Vitara Brezza,1997,1994,Manual,Suv,CNG,1600,113000,266800
Toyota RAV4 2006,Toyota,RAV4,2008,2006,Automatic,SUV / 4x4,Octane,2400,51000,1943000
Toyota C-HR 2017,Toyota,C-HR,2018,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,20005,3572805.8
Toyota Allion A 15 G+ 2010,Toyota,Allion,2014,2010,Automatic,Saloon,"CNG, Octane",1500,62300,1983600
Toyota Yaris 2006,Toyota,Yaris,2009,2006,Automatic,Saloon,"Oil,CNG",1300,124000,713400
Toyota Prado 2014,Toyota,Prado,2016,2014,Automatic,SUV / 4x4,Petrol,2700,29689,8700000
Toyota Premio G 2009,Toyota,Premio,2011,2009,Automatic,Saloon,Octane,1500,75200,2117000
Mitsubishi Attrage 2015,Mitsubishi,Attrage,2017,2015,Automatic,Saloon,Octane,1300,29000,1136800
Mitsubishi V6 1997,Mitsubishi,V6,2002,1997,Automatic,SUV / 4x4,"CNG, Octane",3500,148000,1502200
Honda Grace 2015,Honda,Grace,2019,2015,Automatic,Saloon,"Hybrid, Octane",1500,28700,2082200
Toyota Axio G 2012,Toyota,Axio,2014,2012,Automatic,Saloon,"Petrol, Octane",1500,56000,1647200
Toyota Hilux 2005,Toyota,Hilux,2007,2005,Manual,SUV / 4x4,Diesel,2779,85000,1612400
Toyota Allion G 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Octane,1500,29800,3300200
Toyota Hilux Surf 1995,Toyota,Hilux,1999,1995,Automatic,SUV / 4x4,"Petrol, Octane",2000,105000,1044000
Toyota C-HR 2017,Toyota,C-HR,2019,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34563,3190000
Toyota Hiace DX AMBULANCE 2016,Toyota,Hiace,2020,2016,Automatic,MPV,"Petrol, Octane",2000,65000,1728400
Toyota Fielder 2004,Toyota,Fielder,2007,2004,Automatic,Estate,"CNG, Octane",1500,68465,1142600
Suzuki Swift Vxi 2007,Suzuki,Swift,2009,2007,Manual,Hatchback,Octane,1300,56975,533600
Toyota Harrier 2017,Toyota,Harrier,2019,2017,Automatic,SUV / 4x4,Hybrid,2000,25000,8352000
Toyota RunX 2005,Toyota,RunX,2007,2005,Automatic,Hatchback,"Petrol, CNG, Octane",1500,142000,1038200
Toyota Esquire 2016,Toyota,Esquire,2018,2016,Automatic,MPV,"Hybrid, Octane",1800,30718,3190000
Honda CR-V 2020,Honda,CR-V,2023,2020,Automatic,SUV / 4x4,"Petrol, Octane",1500,509,7192000
Toyota Premio 2008,Toyota,Premio,2018,2013,Automatic,Saloon,"CNG, Octane",1500,63000,1902400
Toyota Hiace 2011,Toyota,Hiace,2013,2011,Automatic,MPV,"CNG, Octane",1500,64000,2494000
Toyota Allion G plus 2003,Toyota,Allion,2008,2003,Automatic,Saloon,"CNG, Octane",1500,63200,1154200
Toyota Premio F G Edition 2005,Toyota,Premio,2012,2005,Automatic,Saloon,"CNG, Octane",1500,62365,1676200
Toyota Allion G 2004,Toyota,Allion,2007,2004,Automatic,Saloon,"CNG, Octane",1500,65000,1386200
Toyota Corolla X New Shape 2005,Toyota,Corolla,2005,2005,Automatic,Saloon,"CNG, Octane",1500,138000,1160000
Toyota Premio 2003,Toyota,Premio,2005,2003,Automatic,Saloon,"CNG, Octane",1500,82000,1287600
Toyota TownAce Ambulance 2012,Toyota,TownAce,2018,2012,Automatic,MPV,"Petrol, Octane",1500,215000,870000
Toyota Axio G 2013,Toyota,Axio,2015,2013,Automatic,Saloon,"Octane, LPG",1500,57285,1769000
Toyota Aqua G Package 2013,Toyota,Aqua,2019,2013,Automatic,Hatchback,"Hybrid, Octane",1500,89000,1370000
Toyota Aqua 2010,Toyota,Aqua,2011,2010,Automatic,Hatchback,Hybrid,1500,48650,1334000
Toyota Axio G 2015,Toyota,Axio,2016,2015,Automatic,Saloon,Octane,1500,35000,1020800
Toyota Corolla G GRAED 2006,Toyota,Corolla,2010,2006,Automatic,Saloon,"CNG, Octane",1500,66314,1340000
Toyota Probox GL 2012,Toyota,Probox,2014,2012,Automatic,Estate,"CNG, Octane",1500,42000,1032400
Honda Vezel COLOR GREEN 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47582,1950000
Toyota Succeed UL 2005,Toyota,Succeed,2008,2005,Automatic,Estate,"CNG, Octane",1500,72000,904800
Toyota Yaris E 2014,Toyota,Yaris,2016,2014,Automatic,Saloon,Octane,1300,35000,1600800
Toyota Premio 2020,Toyota,Premio,2022,2020,Automatic,Saloon,Octane,1500,610,4500800
Toyota Axio X 2015,Toyota,Axio,2017,2015,Automatic,Saloon,Hybrid,1500,99000,2088000
Honda Fit L 2016,Honda,Fit,2020,2016,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,34790,1728400
Nissan X-Trail 2014,Nissan,X-Trail,2016,2014,Automatic,SUV / 4x4,Octane,2000,43651,3770000
BMW 3 Series 320i 2005,BMW,3 Series,2005,2005,Automatic,Saloon,Octane,2000,43000,1930000
Toyota Premio F 2004,Toyota,Premio,2010,2004,Automatic,Saloon,"CNG, Octane",1500,65700,1455800
Nissan X-Trail 2016,Nissan,X-Trail,2019,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,90100,4338400
Toyota C-HR 2017,Toyota,C-HR,2020,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,19005,3804805.8
Toyota Allion G PUSH HID 2009,Toyota,Allion,2010,2009,Automatic,Saloon,"CNG, Octane",1500,89600,1838600
Toyota Hiace SUPER GL 2014,Toyota,Hiace,2017,2014,Automatic,MPV,"Petrol, Octane, LPG",2000,97000,3130000
Nissan Bluebird Sylphy 2006,Nissan,Bluebird,2009,2006,Automatic,Saloon,Octane,1500,63842,1325000
Honda Vezel S package 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,Octane,1500,36000,2230000
Toyota Aqua 2015,Toyota,Aqua,2016,2015,Automatic,Hatchback,Hybrid,1500,54000,1658800
Toyota Allion A15 G 2012,Toyota,Allion,2016,2012,Automatic,Saloon,"CNG, Octane",1500,62343,2030000
Toyota Axio G 2015,Toyota,Axio,2016,2015,Automatic,Saloon,"Petrol, Octane",1500,55000,2146000
Honda Grace 2014,Honda,Grace,2016,2014,Automatic,Saloon,"Hybrid, Octane",1500,45243,1914000
Toyota Noah X SMART PKG. 2011,Toyota,Noah,2014,2011,Automatic,MPV,"CNG, Octane",2000,73388,2395400
Nissan X-Trail 2017,Nissan,X-Trail,2018,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,71664,4732800
Toyota Axio 2007,Toyota,Axio,2009,2007,Automatic,Saloon,"CNG, Octane",1500,76000,1107800
Toyota Axio G 2011,Toyota,Axio,2013,2011,Automatic,Saloon,"Octane, LPG",1500,62000,1519600
"Toyota Axio ""G"" Push Start 2009",Toyota,Axio,2014,2009,Automatic,Saloon,"CNG, Octane",1500,159000,1490000
BMW X7 Xdrive40i Pure 2022,BMW,X7,2022,2022,Automatic,Coupé/Sports,Octane,3000,1500,29900000
Toyota Corolla 100 1993,Toyota,Corolla,1996,1993,Automatic,Saloon,"Octane, LPG",1331,96000,452400
Toyota Vitz . 2001,Toyota,Vitz,2006,2001,Automatic,Hatchback,Petrol,1000,50000,550000
Toyota Premio F G Package 2004,Toyota,Premio,2006,2004,Automatic,Saloon,"CNG, Octane",1500,69000,1438400
Toyota Fielder G 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,58000,2528800
Toyota Allion A15 2001,Toyota,Allion,2004,2001,Automatic,Saloon,"Petrol, CNG",1500,75000,1154200
Toyota Probox gl 2004,Toyota,Probox,2005,2004,Automatic,Estate,"CNG, Octane",1500,90000,614800
Honda Civic Japanese variant 2017,Honda,Civic,2022,2017,Automatic,Saloon,Octane,1500,32000,3590000
Nissan Note G PKG 2010,Nissan,Note,2012,2010,Automatic,Estate,Octane,1500,53840,1363000
Toyota Hiace 2010,Toyota,Hiace,2011,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,98500,2180800
Nissan Bluebird 2003,Nissan,Bluebird,2005,2003,Automatic,Saloon,"Petrol, CNG",1500,30000,777200
Toyota Premio F-EX 2017,Toyota,Premio,2018,2017,Automatic,Saloon,Octane,1500,15000,3944000
Toyota Axio G 2009,Toyota,Axio,2013,2009,Automatic,Saloon,"CNG, Octane",1500,58000,1403600
Toyota Noah si 2013,Toyota,Noah,2015,2013,Automatic,MPV,Octane,2000,48000,2726000
Toyota Noah X 2016,Toyota,Noah,2018,2016,Automatic,MPV,Petrol,2000,68000,3654000
Toyota Premio Ex 2019,Toyota,Premio,2021,2019,Automatic,Saloon,Octane,1500,6500,4524000
Toyota Fielder 2012,Toyota,Fielder,2014,2012,Automatic,Estate,Octane,1500,57369,1571800
Honda Civic LEATHER SENSING 4 2018,Honda,Civic,2020,2018,Automatic,Saloon,Octane,1500,62580,3800000
